V1	V2	V3	V4	V5	V6	V7	V8	V9	V10
5.37	10.23	10.1	5.41	3.49	3.64	8.39	6.24	12.31999969	5.09
5.376903452	10.22247624	10.1	5.421565783	3.505367684	3.624422211	8.383856928	6.234817409	12.31999969	5.07
5.383806903	10.21495248	10.10152576	5.433131566	3.521225613	3.631155578	8.377713857	6.229634817	12.31999969	5.06
5.390710355	10.20742871	10.10728864	5.444697349	3.546838419	3.636633317	8.371570785	6.224452226	12.31999969	5.06
5.397613807	10.19990495	10.11305153	5.456263132	3.571470735	3.631155578	8.365427714	6.219269635	12.31999969	5.05927964
5.404517259	10.19238119	10.11881441	5.467828914	3.586838419	3.638944472	8.359284642	6.214087044	12.31999969	5.04909955
5.41142071	10.18485743	10.12	5.479394697	3.602941471	3.633266633	8.353141571	6.208904452	12.31999969	5.05
5.418324162	10.17733367	10.12034017	5.49096048	3.623431716	3.634522261	8.343996998	6.203721861	12.31999969	5.04126063
5.427318659	10.1698099	10.12610305	5.502526263	3.642941471	3.637688844	8.331710855	6.19853927	12.31999969	5.06
5.436983492	10.16228614	10.13186593	5.514092046	3.658309155	3.63	8.324712356	6.193356678	12.31999969	5.06
5.446648324	10.15476238	10.13762881	5.525657829	3.674902451	3.63	8.318569285	6.188174087	12.32091017	5.0618009
5.456313157	10.14723862	10.1433917	5.537223612	3.695392696	3.635677839	8.312426213	6.182991496	12.32300126	5.08198099
5.465977989	10.13971486	10.14915458	5.548789395	3.714412206	3.64	8.306283142	6.177808904	12.32509235	5.102161081
5.475642821	10.1321911	10.15	5.560355178	3.72977989	3.638744372	8.30014007	6.172626313	12.32718345	5.124682341
5.485307654	10.12466733	10.15068034	5.57192096	3.745147574	3.630955478	8.293996998	6.167443722	12.32927454	5.162521261
5.494972486	10.11714357	10.15644322	5.583486743	3.760515258	3.63	8.287853927	6.162261131	12.33136563	5.185402701
5.504637319	10.10961981	10.16	5.595052526	3.773921961	3.63	8.281710855	6.16	12.33345673	5.205762881
5.514302151	10.10209605	10.16	5.606618309	3.784167084	3.627588794	8.275567784	6.16	12.33554782	5.24
5.523966983	10.09457229	10.16373187	5.618184092	3.796618309	3.6202001	8.269424712	6.156713357	12.33763892	5.266483242
5.533631816	10.08704852	10.16949475	5.629749875	3.811985993	3.627988994	8.263281641	6.151530765	12.33973001	5.293421711
5.543296648	10.07952476	10.17	5.641315658	3.832256128	3.63	8.257138569	6.146348174	12.3418211	5.327203602
5.552961481	10.072001	10.17102051	5.65144072	3.857868934	3.63	8.250995498	6.141165583	12.3439122	5.367563782
5.562251126	10.06447724	10.17678339	5.657223612	3.883481741	3.63	8.244852426	6.135982991	12.34600329	5.407923962
5.570535268	10.05695348	10.18	5.666013007	3.909094547	3.63	8.238709355	6.1308004	12.34809438	5.458284142
5.57881941	10.04942971	10.18	5.677578789	3.931765883	3.63	8.232566283	6.125617809	12.34981528	5.498644322
5.587103552	10.04190595	10.18407204	5.689144572	3.952256128	3.634722361	8.226423212	6.120435218	12.34772419	5.549004502
5.595387694	10.03438219	10.18983492	5.700710355	3.972746373	3.634977489	8.22028014	6.115252626	12.3456331	5.599364682
5.603671836	10.02685843	10.19	5.712276138	3.993236618	3.62030015	8.214137069	6.110070035	12.343542	5.649724862
5.611955978	10.01933467	10.19136068	5.723841921	4.003431716	3.628089045	8.207993997	6.11	12.34145091	5.710170085
5.6202001	10.01181091	10.19712356	5.735407704	4.008554277	3.63	8.201850925	6.109704852	12.34064048	5.760445223
5.627103552	10.00428714	10.2	5.743486743	4.028384192	3.626333167	8.195707854	6.104522261	12.34273158	5.810805403
5.634007004	9.99676338	10.2	5.749269635	4.053996998	3.621455728	8.189564782	6.09933967	12.34482267	5.856748374
5.640910455	9.98923962	10.20441221	5.760105053	4.071765883	3.629244622	8.183421711	6.094157079	12.34691377	5.907288644
5.647813907	9.98171586	10.21	5.771670835	4.087133567	3.63	8.177278639	6.088974487	12.34900486	5.957828914
5.654717359	9.9741921	10.21	5.783236618	4.094167084	3.625177589	8.171135568	6.083791896	12.35000038	6.002246123
5.66162081	9.96666833	10.21170085	5.794802401	4.099289645	3.617388694	8.164992496	6.078609305	12.35000038	6.052606303
5.668524262	9.95914457	10.21746373	5.806368184	4.113236618	3.6104002	8.158849425	6.073426713	12.35000038	6.092966483
5.675427714	9.95162081	10.22	5.813966983	4.128604302	3.618189095	8.152706353	6.068244122	12.35000038	6.133326663
5.682331166	9.94409705	10.22	5.819749875	4.139314657	3.614022011	8.146563282	6.063061531	12.35000038	6.173686843
5.689234617	9.936573287	10.22475238	5.825532766	4.14955978	3.61	8.14042021	6.057878939	12.35000038	6.207023512
5.696138069	9.929049525	10.23	5.832631316	4.159804902	3.61	8.134277139	6.052696348	12.35000038	6.244407204
5.703041521	9.921525763	10.23	5.844197099	4.170050025	3.61	8.128134067	6.047513757	12.35000038	6.277383692
5.709944972	9.914002001	10.23204102	5.852881441	4.180295148	3.617133567	8.121990995	6.042331166	12.35000038	6.315127564
5.716848424	9.906478239	10.2378039	5.858664332	4.19054027	3.615077539	8.115847924	6.04	12.35000038	6.345487744
5.723001501	9.898954477	10.24	5.868894447	4.200785393	3.61	8.109704852	6.04	12.35200624	6.375847924
5.728524262	9.891430715	10.24	5.880230115	4.210515258	3.61050025	8.103561781	6.036783392	12.35409713	6.406208104
5.734047024	9.883906953	10.24509255	5.886013007	4.215637819	3.618289145	8.097418709	6.0316008	12.35618803	6.428284142
5.739569785	9.876383192	10.25	5.893591796	4.22152076	3.62	8.091275638	6.026418209	12.35827892	6.458464232
5.745092546	9.86885943	10.25	5.905157579	4.231765883	3.62	8.085132566	6.021235618	12.35999966	6.487288644
5.750615308	9.861335668	10.25	5.916723362	4.242011006	3.618344172	8.078989495	6.016053027	12.35999966	6.508824412
5.756138069	9.853811906	10.25	5.928289145	4.252256128	3.610555278	8.072846423	6.010870435	12.35999966	6.529004502
5.762076038	9.846288144	10.25390695	5.934927464	4.262501251	3.617233617	8.066703352	6.005687844	12.35999966	6.559184592
5.76897949	9.838764382	10.25966983	5.94142071	4.272746373	3.609954977	8.06056028	6.000505253	12.35999966	6.579364682
5.775882941	9.83124062	10.26	5.952986493	4.282991496	3.602811406	8.06	5.995322661	12.36082509	6.599544772
5.782786393	9.823716858	10.2611956	5.962276138	4.293236618	3.61	8.058274137	5.99014007	12.36291619	6.629449725
5.789689845	9.816193097	10.26695848	5.96805903	4.30174087	3.61	8.052131066	5.984957479	12.36500728	6.649904952
5.796593297	9.808669335	10.27272136	5.977683842	4.306863432	3.61	8.045987994	5.979774887	12.36709837	6.670085043
5.803496748	9.801145573	10.27848424	5.989249625	4.313971986	3.61	8.039844922	5.974592296	12.36918947	6.690265133
5.81032016	9.793621811	10.28	5.995407704	4.324217109	3.61	8.033701851	5.97	12.37128056	6.710445223
5.815842921	9.787073537	10.28001001	6.001190595	4.332231116	3.61	8.027558779	5.97	12.37337165	6.730625313
5.821365683	9.781430715	10.28577289	6.006973487	4.337353677	3.617333667	8.021415708	5.969044522	12.37546274	6.750805403
5.826888444	9.775787894	10.29153577	6.012756378	4.344952476	3.614877439	8.015272636	5.963861931	12.37755383	6.770985493
5.832411206	9.770145073	10.29729865	6.01853927	4.355197599	3.61	8.01	5.95867934	12.37964492	6.791165583
5.837933967	9.764502251	10.3	6.024322161	4.362721361	3.61	8.01	5.953496748	12.3782642	6.81
5.843456728	9.75885943	10.3	6.030210105	4.367843922	3.61	8.006843422	5.948314157	12.37617311	6.821525763
5.84897949	9.753216608	10.30458729	6.041775888	4.37	3.61	8.00070035	5.943131566	12.37408202	6.841705853
5.854502251	9.747573787	10.31	6.051670835	4.37	3.61	7.989114557	5.94	12.37199093	6.86
5.860025013	9.741930965	10.31	6.057453727	4.376423212	3.61	7.98	5.94	12.36999989	6.872066033
5.865547774	9.736288144	10.31187594	6.063236618	4.386668334	3.61	7.98	5.937583792	12.36999989	6.89
5.871070535	9.730645323	10.31763882	6.06901951	4.39	3.617433717	7.976128064	5.932401201	12.36999989	6.9
